title,release_date,budget,revenue,vote_average,genres_cleaned
A Rage in Harlem,1991-05-03,8000000.0,10400000.0,5.8,"Crime, Comedy"
Madonna: Truth or Dare,1991-05-10,4.0,29.0,6.3,"Documentary, Music"
What About Bob?,1991-05-17,35000000.0,63710000.0,6.7,Comedy
The Indian Runner,1991-05-19,7000000.0,191125.0,6.2,Drama
Hudson Hawk,1991-05-23,65000000.0,17218080.0,5.4,"Action, Adventure, Comedy"
Backdraft,1991-05-24,75000000.0,152368585.0,6.4,"Action, Crime, Drama, Mystery, Thriller"
Thelma & Louise,1991-05-24,16000000.0,45361000.0,7.2,"Drama, Thriller, Crime, Adventure"
Dingo,1991-06-02,200000.0,300000.0,6.0,"Drama, Music"
Jungle Fever,1991-06-07,14000000.0,32482682.0,6.0,"Drama, Romance"
City Slickers,1991-06-07,27000000.0,179033791.0,6.2,"Action, Adventure, Comedy, Drama, Western"
Don't Tell Mom the Babysitter's Dead,1991-06-07,10000000.0,25196249.0,5.8,"Comedy, Family"
Beastmaster 2: Through the Portal of Time,1991-06-08,6000000.0,869325.0,4.6,"Action, Adventure, Fantasy, Science Fiction"
Robin Hood: Prince of Thieves,1991-06-14,48000000.0,390493908.0,6.6,Adventure
The Rocketeer,1991-06-21,42000000.0,62000000.0,6.3,"Action, Adventure, Science Fiction, Family"
The Naked Gun 2½: The Smell of Fear,1991-06-28,23000000.0,86930411.0,6.6,"Comedy, Crime"
Terminator 2: Judgment Day,1991-07-01,100000000.0,520000000.0,7.7,"Action, Thriller, Science Fiction"
Boyz n the Hood,1991-07-12,6500000.0,57504069.0,7.4,"Crime, Drama"
Dutch,1991-07-19,17000000.0,4603929.0,6.4,Comedy
The Doctor,1991-07-24,12000000.0,38120905.0,6.6,Drama
Mobsters,1991-07-26,23000000.0,20246790.0,5.7,"Drama, Action, Thriller, Crime"
Double Impact,1991-07-31,15000000.0,30102717.0,5.3,"Thriller, Action, Crime, Drama"
Hot Shots!,1991-07-31,26000000.0,181096164.0,6.4,"Action, Comedy, War"
Barton Fink,1991-08-01,9000000.0,6153939.0,7.4,"Comedy, Drama"
Rock-A-Doodle,1991-08-02,18000000.0,11657385.0,5.3,"Comedy, Family, Animation, Fantasy, Music"
Return to the Blue Lagoon,1991-08-02,11000000.0,2807854.0,5.2,Adventure
Pure Luck,1991-08-09,17010000.0,24941969.0,5.5,"Comedy, Crime, Mystery"
Delirious,1991-08-09,18000000.0,5546827.0,5.5,"Fantasy, Comedy, Romance"
Harley Davidson and the Marlboro Man,1991-08-23,23000000.0,7434726.0,6.1,"Action, Thriller"
Showdown in Little Tokyo,1991-08-23,8000000.0,2275557.0,5.7,"Action, Thriller"
Child's Play 3,1991-08-30,13000000.0,20560255.0,5.5,"Thriller, Horror, Action"
Freddy's Dead: The Final Nightmare,1991-09-05,11000000.0,34872033.0,5.1,"Horror, Thriller, Comedy"
The Fisher King,1991-09-09,24000000.0,41895491.0,7.2,"Comedy, Drama"
Rambling Rose,1991-09-10,7500000.0,6266621.0,6.4,Drama
Paradise,1991-09-18,34000000.0,18634643.0,5.6,"Drama, Family, Romance"
Night on Earth,1991-10-03,3500000.0,2015810.0,7.5,"Comedy, Drama"
The Rapture,1991-10-04,1227401.0,1277401.0,6.4,"Mystery, Drama"
The Super,1991-10-04,22000000.0,11000863.0,5.5,Comedy
Shattered,1991-10-11,22000000.0,11511031.0,6.1,"Mystery, Thriller"
Cool as Ice,1991-10-18,6000000.0,1193062.0,4.7,"Drama, Action, Comedy, Music, Romance"
Cape Fear,1991-11-15,35000000.0,182300000.0,7.0,"Crime, Thriller"
Highway to Hell,1991-11-21,9000000.0,26055.0,6.1,"Fantasy, Action, Comedy, Science Fiction"
For the Boys,1991-11-22,40000000.0,23202444.0,6.5,"Music, Drama"
The Addams Family,1991-11-22,30000000.0,191502426.0,6.7,"Horror, Comedy, Fantasy"
Star Trek VI: The Undiscovered Country,1991-12-05,27000000.0,96900000.0,6.7,"Science Fiction, Action, Adventure, Thriller"
Shadows and Fog,1991-12-05,14000000.0,2735731.0,7.0,"Thriller, Comedy"
At Play in the Fields of the Lord,1991-12-06,36000000.0,1345903.0,5.8,"Drama, Romance"
Bugsy,1991-12-10,30000000.0,49114016.0,6.0,"Drama, Crime"
The Last Boy Scout,1991-12-11,29000000.0,59509925.0,6.5,"Action, Thriller"
Hook,1991-12-11,70000000.0,300854823.0,6.7,"Adventure, Fantasy, Comedy, Family"
JFK,1991-12-20,40000000.0,205405498.0,7.5,"Drama, Thriller, History"
The Prince of Tides,1991-12-25,30000000.0,74787599.0,5.9,"Drama, Romance"
Fried Green Tomatoes,1991-12-27,11000000.0,119418501.0,7.6,"Drama, Comedy"
The Hand that Rocks the Cradle,1992-01-10,11700000.0,88036683.0,6.5,Thriller
Twin Dragons,1992-01-15,10000000.0,8359717.0,6.2,"Comedy, Action"
Juice,1992-01-17,5000000.0,20146880.0,7.0,"Action, Crime, Drama, Thriller"
Pushing Hands,1992-02-01,400000.0,152322.0,6.1,"Comedy, Drama"
Wayne's World,1992-02-14,20000000.0,121697323.0,6.5,"Music, Comedy"
Falling From Grace,1992-02-21,3.0,232.0,5.3,"Drama, Romance"
Radio Flyer,1992-02-21,35000000.0,4651977.0,6.6,Drama
Memoirs of an Invisible Man,1992-02-28,40000000.0,14358033.0,5.7,"Comedy, Fantasy, Science Fiction"
The Lawnmower Man,1992-03-05,10000000.0,32101000.0,5.4,"Horror, Thriller, Science Fiction"
Article 99,1992-03-13,18000000.0,6375979.0,5.5,"Comedy, Drama"
My Cousin Vinny,1992-03-13,11000000.0,64088552.0,7.3,"Comedy, Drama"
Basic Instinct,1992-03-20,49000000.0,352927224.0,6.5,"Thriller, Mystery"
Noises Off...,1992-03-20,12000000.0,2280148.0,7.0,Comedy
The Player,1992-04-03,8000000.0,21706101.0,6.9,"Comedy, Drama"
City of Joy,1992-04-15,27000000.0,14683921.0,6.3,Drama
Like Water for Chocolate,1992-04-16,2000000.0,21665468.0,6.6,"Drama, Romance"
Split Second,1992-05-01,7.0,5.0,5.8,"Thriller, Action, Horror, Science Fiction, Crime"
Lethal Weapon 3,1992-05-15,35000000.0,321731527.0,6.4,"Adventure, Action, Comedy, Thriller, Crime"
Far and Away,1992-05-22,60000000.0,137783840.0,6.3,"Adventure, Drama, Romance, Western"
Alien³,1992-05-22,50000000.0,159773545.0,6.2,"Science Fiction, Action, Horror"
Sister Act,1992-05-28,31000000.0,231605150.0,6.5,"Music, Comedy"
Twin Peaks: Fire Walk with Me,1992-06-03,10000000.0,4160851.0,7.3,"Drama, Mystery"
Patriot Games,1992-06-04,45000000.0,178051587.0,6.4,"Drama, Action, Thriller, Crime"
Batman Returns,1992-06-19,80000000.0,280000000.0,6.6,"Action, Fantasy"
Unlawful Entry,1992-06-26,23000000.0,57138719.0,5.8,"Crime, Thriller"
Boomerang,1992-06-30,40000000.0,70100000.0,5.4,"Comedy, Romance"
A League of Their Own,1992-07-01,40000000.0,107458785.0,6.8,Comedy
Police Story 3: Supercop,1992-07-04,900000.0,20483423.0,6.7,"Action, Crime, Thriller"
Cool World,1992-07-10,30000000.0,14110589.0,4.9,"Animation, Comedy, Fantasy"
Honey I Blew Up the Kid,1992-07-16,40000000.0,58662452.0,4.8,"Adventure, Comedy, Family, Science Fiction"
Man Trouble,1992-07-17,30.0,4.0,4.7,"Comedy, Romance"
Buffy the Vampire Slayer,1992-07-24,7000000.0,16624456.0,5.3,"Action, Comedy, Horror"
Rapid Fire,1992-07-24,10000000.0,14356479.0,6.2,"Action, Thriller"
Death Becomes Her,1992-07-30,55000000.0,149022650.0,6.3,"Fantasy, Comedy"
Raising Cain,1992-08-07,12000000.0,37170057.0,5.9,"Drama, Horror, Thriller, Crime"
Unforgiven,1992-08-07,14000000.0,159157447.0,7.7,Western
Braindead,1992-08-13,3000000.0,242623.0,7.4,"Horror, Comedy"
Single White Female,1992-08-14,16000000.0,48017402.0,6.0,Thriller
Diggstown,1992-08-14,17000000.0,4836637.0,6.5,"Action, Comedy, Drama"
Stay Tuned,1992-08-14,25000000.0,10736401.0,6.0,"Comedy, Fantasy"
Strictly Ballroom,1992-08-20,3000000.0,33946224.0,6.2,"Comedy, Drama, Romance"
The Gun in Betty Lou's Handbag,1992-08-21,13000000.0,3721911.0,4.1,"Comedy, Thriller, Mystery"
Christopher Columbus: The Discovery,1992-08-21,40000000.0,8251071.0,4.3,Action
Pet Sematary II,1992-08-28,8000000.0,17092453.0,5.0,Horror
The Crying Game,1992-09-02,3705538.0,62548947.0,6.9,"Romance, Crime, Drama, Thriller"
Bitter Moon,1992-09-02,5000000.0,1862805.0,7.0,"Thriller, Drama, Romance"
Reservoir Dogs,1992-09-02,1200000.0,14661007.0,8.1,"Crime, Thriller"
El Mariachi,1992-09-04,220000.0,2040920.0,6.6,"Action, Crime, Thriller"
Out on a Limb,1992-09-04,11000000.0,1659542.0,6.1,Comedy
Swoon,1992-09-11,250000.0,340147.0,5.9,Drama
Hellraiser III: Hell on Earth,1992-09-11,5000000.0,12534961.0,5.3,"Horror, Thriller, War"
Wind,1992-09-11,29000000.0,5519569.0,6.1,"Action, Drama"
Glengarry Glen Ross,1992-09-15,12500000.0,10725228.0,7.5,"Crime, Drama, Mystery"
Bad Lieutenant,1992-09-16,1000000.0,2019469.0,6.9,"Crime, Drama"
Captain Ron,1992-09-18,24000000.0,22518097.0,5.6,"Action, Adventure, Comedy, Family"
Claire of the Moon,1992-09-18,130000.0,799674.0,5.2,"Drama, Romance"
Mr. Saturday Night,1992-09-23,43000000.0,13300000.0,5.2,"Drama, Comedy"
The Last of the Mohicans,1992-09-25,40000000.0,75505856.0,7.1,"Action, Adventure, Drama, History, Romance, War"
Fortress,1992-09-30,8000000.0,6739141.0,5.7,"Action, Thriller, Science Fiction"
The Mighty Ducks,1992-10-01,10000000.0,50752337.0,6.4,"Comedy, Family"
Under Siege,1992-10-08,35000000.0,156563139.0,6.1,"Action, Thriller"
1492: Conquest of Paradise,1992-10-09,47000000.0,7191399.0,6.1,"Action, Adventure, Drama, History"
Consenting Adults,1992-10-16,18000000.0,21591728.0,5.6,"Crime, Drama, Mystery"
Candyman,1992-10-16,6000000.0,25792310.0,6.2,"Drama, Horror, Thriller"
Passenger 57,1992-11-05,15000000.0,44065653.0,5.6,"Action, Adventure, Thriller"
Jennifer Eight,1992-11-06,20000000.0,11390479.0,5.8,"Crime, Drama, Mystery"
Dracula,1992-11-13,40000000.0,215862692.0,7.1,"Romance, Horror"
Malcolm X,1992-11-18,34000000.0,48169908.0,7.3,"Drama, History"
Home Alone 2: Lost in New York,1992-11-19,18000000.0,358991681.0,6.3,"Comedy, Family, Adventure, Crime"
The Bodyguard,1992-11-25,25000000.0,411006740.0,6.2,"Thriller, Action, Drama, Music, Romance"
Aladdin,1992-11-25,28000000.0,504050219.0,7.4,"Animation, Family, Comedy, Adventure, Fantasy, Romance"
A Few Good Men,1992-12-11,40000000.0,243240178.0,7.1,Drama
Scent of a Woman,1992-12-23,31000000.0,134095253.0,7.3,Drama
Son of the Pink Panther,1993-01-01,25000000.0,2438031.0,3.8,Comedy
Leprechaun,1993-01-08,900000.0,8556940.0,5.1,"Comedy, Horror, Thriller"
"Bodies, Rest & Motion",1993-01-10,2500000.0,764083.0,4.3,"Drama, Romance"
Alive,1993-01-15,32000000.0,36733909.0,6.7,"Action, Adventure, Drama, Thriller"
Body of Evidence,1993-01-15,30000000.0,13273595.0,4.5,"Drama, Thriller, Romance"
Children of the Corn II: The Final Sacrifice,1993-01-29,900000.0,6980986.0,4.5,Horror
Groundhog Day,1993-02-11,14600000.0,70906973.0,7.4,"Romance, Fantasy, Drama, Comedy"
Falling Down,1993-02-26,25000000.0,40903593.0,7.2,"Crime, Drama, Thriller"
Fire in the Sky,1993-03-12,19885552.0,19724334.0,6.5,"Drama, Horror, Thriller, Mystery"
Teenage Mutant Ninja Turtles III,1993-03-17,21000000.0,42000000.0,5.1,"Action, Adventure, Comedy, Family, Fantasy, Science Fiction"
The Crush,1993-04-02,6000000.0,13609396.0,5.5,"Drama, Thriller"
Indecent Proposal,1993-04-07,38000000.0,266614059.0,5.8,Drama
RoboCop 3,1993-04-17,22000000.0,10696210.0,4.2,"Action, Adventure, Crime, Science Fiction, Thriller"
The Dark Half,1993-04-23,15000000.0,10611160.0,5.4,"Mystery, Horror"
Dragon: The Bruce Lee Story,1993-05-07,14000000.0,63513743.0,6.8,Drama
The Piano,1993-05-19,7000000.0,116700000.0,7.1,"Drama, Romance"
Carnosaur,1993-05-21,1000000.0,1753979.0,3.9,"Horror, Science Fiction"
Sliver,1993-05-21,40000000.0,116300000.0,4.9,"Drama, Thriller"
Hot Shots! Part Deux,1993-05-21,25000000.0,133752825.0,6.2,"Action, Comedy, War"
Menace II Society,1993-05-26,3500000.0,27900000.0,7.2,"Drama, Action, Crime"
Sankofa,1993-05-28,1000000.0,2691899.0,6.9,Drama
Cliffhanger,1993-05-28,70000000.0,255000211.0,6.1,"Action, Adventure, Thriller"
Super Mario Bros.,1993-05-28,48000000.0,20915465.0,4.0,"Adventure, Comedy, Family, Fantasy"
Body Snatchers,1993-06-09,13000000.0,428868.0,5.8,"Horror, Science Fiction, Thriller"
Jurassic Park,1993-06-11,63000000.0,920100000.0,7.6,"Adventure, Science Fiction"
Once Upon a Forest,1993-06-18,13000000.0,6582052.0,6.2,"Animation, Family, Adventure"
Last Action Hero,1993-06-18,85000000.0,137298489.0,6.1,"Adventure, Fantasy, Action, Comedy, Family"
Dennis the Menace,1993-06-23,35000000.0,117270765.0,5.5,"Family, Comedy"
Sleepless in Seattle,1993-06-24,21000000.0,227799884.0,6.5,"Comedy, Drama, Romance"
The Firm,1993-06-30,42000000.0,270248367.0,6.6,"Drama, Mystery, Thriller"
Red Rock West,1993-07-08,8000000.0,2000000.0,6.4,"Crime, Drama, Thriller"
In the Line of Fire,1993-07-08,40000000.0,176997168.0,6.8,"Action, Drama, Thriller, Crime, Mystery"
Hocus Pocus,1993-07-16,28000000.0,39514713.0,6.5,"Comedy, Family, Fantasy"
Free Willy,1993-07-16,20000000.0,153698625.0,6.0,"Family, Adventure"
Poetic Justice,1993-07-23,14000000.0,27515786.0,6.9,"Drama, Romance"
Robin Hood: Men in Tights,1993-07-28,20000000.0,35739755.0,6.4,Comedy
So I Married an Axe Murderer,1993-07-30,20000000.0,11585483.0,6.1,"Comedy, Crime, Romance"
The Wedding Banquet,1993-08-04,1000000.0,6933459.0,6.8,"Comedy, Drama, Romance"
The Fugitive,1993-08-06,44000000.0,368875760.0,7.2,"Adventure, Action, Thriller, Crime, Mystery"
Jason Goes to Hell: The Final Friday,1993-08-13,3000000.0,15938065.0,4.2,"Fantasy, Horror, Thriller"
Manhattan Murder Mystery,1993-08-18,13500000.0,11285588.0,7.1,"Comedy, Mystery"
Hard Target,1993-08-20,18000000.0,74189677.0,6.1,"Action, Adventure, Crime, Thriller"
Only the Strong,1993-08-27,6000000.0,3283371.0,6.8,Action
Kalifornia,1993-09-01,9000000.0,2395231.0,6.5,"Thriller, Crime"
Calendar Girl,1993-09-03,13000000.0,2570145.0,3.7,"Drama, Comedy"
The Joy Luck Club,1993-09-08,11000000.0,32861136.0,7.1,Drama
True Romance,1993-09-09,12500000.0,12281551.0,7.5,"Action, Thriller, Crime, Romance"
Money for Nothing,1993-09-10,11000000.0,1044824.0,5.1,"Drama, Action, Comedy, Thriller, Crime"
Romeo Is Bleeding,1993-09-13,11500000.0,3275585.0,5.7,"Action, Crime, Drama, Thriller"
A Bronx Tale,1993-09-14,22000000.0,17287898.0,7.4,"Drama, Crime"
Bopha!,1993-09-16,12000000.0,212483.0,0.0,Drama
The Age of Innocence,1993-09-17,34000000.0,32255440.0,7.0,"Drama, Romance"
Rudy,1993-09-17,12000000.0,22750363.0,7.2,Drama
Airborne,1993-09-17,2600000.0,2850263.0,6.1,"Action, Adventure, Comedy"
The Good Son,1993-09-24,17000000.0,44456478.0,6.2,"Drama, Horror, Thriller"
Dazed and Confused,1993-09-24,6900000.0,7993039.0,7.4,"Comedy, Drama"
Cool Runnings,1993-09-30,14000000.0,154864401.0,6.8,Comedy
Return of the Living Dead 3,1993-10-01,2000000.0,54207.0,5.9,"Comedy, Science Fiction, Romance, Horror"
For Love or Money,1993-10-01,30000000.0,11146270.0,5.7,"Comedy, Romance"
Killing Zoe,1993-10-01,1500000.0,418961.0,6.1,"Action, Crime, Drama, Thriller"
Demolition Man,1993-10-08,57000000.0,159055768.0,6.4,"Crime, Action, Science Fiction"
Ruby in Paradise,1993-10-08,800000.0,1001437.0,5.6,"Drama, Romance"
The Nightmare Before Christmas,1993-10-09,18000000.0,75634409.0,7.6,"Fantasy, Animation, Family"
The Remains of the Day,1993-11-05,11500000.0,23237911.0,7.5,"Drama, Romance"
A Home of Our Own,1993-11-05,12000000.0,1703282.0,7.0,"Comedy, Drama"
Carlito's Way,1993-11-10,30000000.0,36516012.0,7.7,"Action, Crime, Drama, Thriller"
Philadelphia Experiment II,1993-11-12,5000000.0,2970.0,5.0,Science Fiction
Man's Best Friend,1993-11-19,6000000.0,12974636.0,5.5,"Horror, Science Fiction, Thriller"
The Nutcracker,1993-11-24,19000000.0,2119994.0,5.6,"Family, Fantasy, Music"
A Perfect World,1993-11-24,30000000.0,135130999.0,7.2,"Crime, Drama, Thriller"
Josh and S.A.M.,1993-11-24,18000000.0,1528163.0,5.0,"Adventure, Action, Comedy"
Mrs. Doubtfire,1993-11-24,25000000.0,441286195.0,7.0,"Comedy, Drama, Family"
Schindler's List,1993-11-29,22000000.0,321365567.0,8.3,"Drama, History, War"
Little Buddha,1993-12-01,35000000.0,4858139.0,6.0,"Drama, History"
Sister Act 2: Back in the Habit,1993-12-09,38000000.0,57319029.0,5.9,"Music, Comedy"
Geronimo: An American Legend,1993-12-10,35000000.0,18635620.0,5.9,"History, Action, Drama, Western"
In the Name of the Father,1993-12-12,13000000.0,65796862.0,7.6,Drama
Beethoven's 2nd,1993-12-14,15000000.0,118243066.0,5.0,"Family, Comedy"
The Pelican Brief,1993-12-16,45000000.0,195268056.0,6.3,"Drama, Mystery, Thriller, Crime"
What's Eating Gilbert Grape,1993-12-17,11000000.0,10032765.0,7.5,"Romance, Drama"
Philadelphia,1993-12-22,26000000.0,206678440.0,7.6,Drama
Tombstone,1993-12-25,25000000.0,56505065.0,7.4,"Action, Adventure, Drama, History, Western"
Batman: Mask of the Phantasm,1993-12-25,6000000.0,5617391.0,7.4,"Action, Adventure, Animation, Family"
Texas Chainsaw Massacre: The Next Generation,1994-01-01,600000.0,185898.0,3.9,"Horror, Comedy, Thriller"
The Air Up There,1994-01-07,17080000.0,21011500.0,5.1,"Comedy, Family"
Death Wish 5: The Face of Death,1994-01-14,5000000.0,1702394.0,5.0,"Action, Crime, Drama, Thriller"
Intersection,1994-01-21,45000000.0,21355893.0,5.1,"Drama, Romance"
"Car 54, Where Are You?",1994-01-28,10700000.0,1238080.0,3.0,"Action, Comedy"
Ace Ventura: Pet Detective,1994-02-04,15000000.0,107217396.0,6.4,"Comedy, Mystery"
Reality Bites,1994-02-18,11500000.0,20079850.0,6.5,Drama
On Deadly Ground,1994-02-18,50000000.0,49000000.0,4.6,"Action, Thriller"
The Chase,1994-03-04,26000000.0,8009329.0,5.6,"Comedy, Thriller, Action, Crime"
Four Weddings and a Funeral,1994-03-09,6000000.0,254700832.0,6.6,"Comedy, Drama, Romance"
The Ref,1994-03-09,11000000.0,11439193.0,6.7,Comedy
The Naked Gun 33⅓: The Final Insult,1994-03-18,30000000.0,51132598.0,6.4,"Comedy, Crime"
Thumbelina,1994-03-30,28000000.0,11373501.0,6.1,"Animation, Drama, Family, Fantasy"
Clifford,1994-04-01,19000000.0,7411659.0,5.3,"Comedy, Family"
Leprechaun 2,1994-04-07,2000000.0,2260622.0,4.8,"Comedy, Horror"
Serial Mom,1994-04-13,13000000.0,7820688.0,6.4,"Comedy, Crime, Horror, Thriller"
Surviving the Game,1994-04-15,7400000.0,7690013.0,6.1,"Action, Adventure, Thriller, Crime"
PCU,1994-04-29,9000000.0,4350774.0,6.0,Comedy
Burnt by the Sun,1994-05-01,2800000.0,2616503.0,6.7,Drama
The Crow,1994-05-11,15000000.0,94000000.0,7.3,"Fantasy, Action, Thriller"
Beverly Hills Cop III,1994-05-24,50000000.0,119208989.0,5.5,"Action, Comedy, Crime"
The Flintstones,1994-05-26,46000000.0,341631208.0,5.0,"Fantasy, Comedy, Family"
Renaissance Man,1994-06-03,40000000.0,24332324.0,5.9,"Comedy, War"
Speed,1994-06-09,30000000.0,350448145.0,6.8,"Action, Adventure, Crime"
The Lion King,1994-06-23,45000000.0,788241776.0,8.0,"Family, Animation, Drama"
Wyatt Earp,1994-06-24,63000000.0,25052000.0,6.5,"Drama, Action, Western"
I Love Trouble,1994-06-29,45000000.0,61947267.0,5.3,"Action, Comedy, Romance"
Baby's Day Out,1994-07-01,50000000.0,16671505.0,5.8,"Action, Adventure, Comedy, Family"
The Shadow,1994-07-01,25000000.0,48063435.0,5.4,"Adventure, Fantasy, Action, Thriller, Science Fiction"
Forrest Gump,1994-07-06,55000000.0,677945399.0,8.2,"Comedy, Drama, Romance"
True Lies,1994-07-14,115000000.0,378882411.0,6.8,"Action, Thriller"
The Next Karate Kid,1994-07-18,12000000.0,15826984.0,4.8,Adventure
The Client,1994-07-20,45000000.0,117615211.0,6.4,"Drama, Thriller, Crime, Mystery"
The Mask,1994-07-29,23000000.0,351583407.0,6.6,"Romance, Comedy, Crime, Fantasy"
Clear and Present Danger,1994-08-03,62000000.0,215887717.0,6.4,"Action, Drama, Thriller"
Color of Night,1994-08-19,40000000.0,19726050.0,5.4,"Drama, Mystery, Romance, Thriller"
Natural Born Killers,1994-08-25,34000000.0,50282766.0,6.9,"Crime, Thriller, Drama"
There Goes My Baby,1994-09-02,10500000.0,123509.0,8.5,"Drama, Comedy"
Heavenly Creatures,1994-09-02,5000000.0,3049135.0,6.9,"Drama, Fantasy"
Rapa Nui,1994-09-09,20000000.0,305070.0,6.2,Adventure
Pulp Fiction,1994-09-10,8000000.0,213928762.0,8.3,"Thriller, Crime"
Hoop Dreams,1994-09-12,700000.0,7830611.0,7.7,Documentary
Clerks,1994-09-13,27000.0,3151130.0,7.4,Comedy
Leon: The Professional,1994-09-14,16000000.0,45284974.0,8.2,"Thriller, Crime, Drama"
Timecop,1994-09-15,27000000.0,101646581.0,5.5,"Thriller, Science Fiction, Action, Crime"
The Shawshank Redemption,1994-09-23,25000000.0,28341469.0,8.5,"Drama, Crime"
Terminal Velocity,1994-09-23,50000000.0,16478900.0,5.0,"Action, Thriller"
Ed Wood,1994-09-27,18000000.0,5887457.0,7.3,"Comedy, Drama, History"
Jason's Lyric,1994-09-28,7000000.0,20851521.0,5.9,"Crime, Drama, Romance"
Muriel's Wedding,1994-09-29,3000000.0,15119639.0,6.9,"Drama, Comedy, Romance"
"Ryaba, My Chicken",1994-10-01,2700000.0,4635143.0,4.3,
Don Juan DeMarco,1994-10-01,25000000.0,22200000.0,6.3,"Romance, Drama, Comedy"
The Specialist,1994-10-07,45000000.0,170362582.0,5.5,"Action, Thriller"
A Troll in Central Park,1994-10-07,23000000.0,71368.0,4.4,"Fantasy, Animation, Science Fiction, Family"
New Nightmare,1994-10-13,14000000.0,18090181.0,6.4,"Horror, Thriller, Mystery, Fantasy"
Stargate,1994-10-27,55000000.0,196567262.0,6.8,"Action, Adventure, Science Fiction"
Silent Fall,1994-10-28,30000000.0,3180674.0,5.2,"Drama, Thriller, Mystery"
Double Dragon,1994-11-04,3500000.0,2341309.0,3.9,"Action, Adventure, Comedy, Science Fiction"
Mary Shelley's Frankenstein,1994-11-04,45000000.0,112006296.0,6.1,"Drama, Horror, Science Fiction, Romance"
